Release date,Product,Impact,Max Severity,Article,Article (Link),Supercedence,Download,Download (Link),Build Number,Details,Details (Link),CWE
"Dec 10, 2024",Windows 10 Version 1607 for x64-based Systems,Remote Code Execution,Critical,5048671,https://support.microsoft.com/help/5048671,5046612,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048671,10.0.14393.7606,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,CWE-284: Improper Access Control
"Dec 10, 2024",Windows 10 Version 1607 for 32-bit Systems,Remote Code Execution,Critical,5048671,https://support.microsoft.com/help/5048671,5046612,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048671,10.0.14393.7606,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,CWE-284: Improper Access Control
"Dec 10, 2024",Windows 10 for x64-based Systems,Remote Code Execution,Critical,5048703,https://support.microsoft.com/help/5048703,5046665,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048703,10.0.10240.20857,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,CWE-284: Improper Access Control
"Dec 10, 2024",Windows 10 for 32-bit Systems,Remote Code Execution,Critical,5048703,https://support.microsoft.com/help/5048703,5046665,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048703,10.0.10240.20857,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,CWE-284: Improper Access Control
"Dec 10, 2024",Windows 11 Version 24H2 for x64-based Systems,Remote Code Execution,Critical,5048667,https://support.microsoft.com/help/5048667,5046617,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048667,10.0.26100.2605,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,CWE-284: Improper Access Control
"Dec 10, 2024",Windows 11 Version 24H2 for x64-based Systems,Remote Code Execution,Critical,5048794,https://support.microsoft.com/help/5048794,,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048794,10.0.26100.2528,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,"[""CWE-284: Improper Access Control""]"
"Dec 10, 2024",Windows 11 Version 24H2 for ARM64-based Systems,Remote Code Execution,Critical,5048667,https://support.microsoft.com/help/5048667,5046617,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048667,10.0.26100.2605,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,CWE-284: Improper Access Control
"Dec 10, 2024",Windows 11 Version 24H2 for ARM64-based Systems,Remote Code Execution,Critical,5048794,https://support.microsoft.com/help/5048794,,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048794,10.0.26100.2528,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,"[""CWE-284: Improper Access Control""]"
"Dec 10, 2024",Windows 11 Version 23H2 for x64-based Systems,Remote Code Execution,Critical,5048685,https://support.microsoft.com/help/5048685,5046633,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048685,10.0.22631.4602,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,CWE-284: Improper Access Control
"Dec 10, 2024",Windows 11 Version 23H2 for ARM64-based Systems,Remote Code Execution,Critical,5048685,https://support.microsoft.com/help/5048685,5046633,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048685,10.0.22631.4602,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,CWE-284: Improper Access Control
"Dec 10, 2024",Windows 10 Version 22H2 for 32-bit Systems,Remote Code Execution,Critical,5048652,https://support.microsoft.com/help/5048652,5046613,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048652,10.0.19045.5247,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,CWE-284: Improper Access Control
"Dec 10, 2024",Windows 10 Version 22H2 for ARM64-based Systems,Remote Code Execution,Critical,5048652,https://support.microsoft.com/help/5048652,5046613,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5048652,10.0.19045.5247,CVE-2024-49105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49105,CWE-284: Improper Access Control
