Release date,Product,Impact,Max Severity,Article,Article (Link),Supercedence,Download,Download (Link),Build Number,Details,Details (Link),CWE
"Jul 8, 2025",Windows 10 Version 1607 for x64-based Systems,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,[]
"Jul 8, 2025",Windows 10 Version 1607 for 32-bit Systems,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,[]
"Jul 8, 2025",Windows 11 Version 24H2 for x64-based Systems,Information Disclosure,Critical,5062553,https://support.microsoft.com/help/5062553,5060842,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,[]
"Jul 8, 2025",Windows 11 Version 23H2 for x64-based Systems,Information Disclosure,Critical,5062552,https://support.microsoft.com/help/5062552,5060999,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22631.5624,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,[]
"Jul 8, 2025",Windows 10 Version 22H2 for 32-bit Systems,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,5060533,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19045.6093,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,[]
"Jul 8, 2025",Windows 10 Version 22H2 for x64-based Systems,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,5060533,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19045.6093,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,[]
"Jul 8, 2025",Windows 11 Version 22H2 for x64-based Systems,Information Disclosure,Critical,5062552,https://support.microsoft.com/help/5062552,5060999,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22621.5624,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,[]
"Jul 8, 2025",Windows 10 Version 21H2 for x64-based Systems,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,5060533,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,[]
"Jul 8, 2025",Windows 10 Version 21H2 for 32-bit Systems,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,5060533,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,[]
"Jul 8, 2025",Windows 10 Version 1809 for x64-based Systems,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,[]
"Jul 8, 2025",Windows 10 Version 1809 for 32-bit Systems,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,[]
"Jul 8, 2025",Windows 10 Version 22H2 for x64-based Systems,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,5060533,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19045.6093,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659,CWE-126: Buffer Over-read
"Jul 8, 2025",Windows 11 Version 22H2 for x64-based Systems,Elevation of Privilege,Important,5062552,https://support.microsoft.com/help/5062552,5060999,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22621.5624,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659,CWE-126: Buffer Over-read
"Jul 8, 2025",Windows 11 Version 22H2 for ARM64-based Systems,Elevation of Privilege,Important,5062552,https://support.microsoft.com/help/5062552,5060999,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22621.5624,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659,CWE-126: Buffer Over-read
"Jul 8, 2025",Windows 10 Version 21H2 for x64-based Systems,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,5060533,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659,CWE-126: Buffer Over-read
